Title,Type,Location,Description,Link,Catergory
Lead Data Scientist  - Retail!,Permanent,London,"  Lead Data Scientist, London United Kingdom, Salary £90,000 + Benefits, Looking for an experienced Lead Data Scientist, to work with a wide range of data focusing on the customer, analysing customer segmentation and customer experience, recommender systems, personalisation etc., THE COMPANY, A well established company that focuses on the customer needs, through AI, ML, and DL models. This role is a chance to work with a highly innovative company, who have great data ethics, join a team of experts to learn and also expand on your own knowledge  to provide solutions for future customers., THE ROLE , This role will look at how the highest degree of value can be extracted from data using ML and AI. This is a chance to create business and transform solutions, your skills and experience will be acquired to ensure the best customer understanding while working  on a variety of projects., YOUR SKILLS AND EXPERIENCE , SALARY AND BENEFITS, HOW TO APPLY  ",https://www.reed.co.uk//jobs/lead-data-scientist-retail/43534650?source=searchResults&filter=%2fjobs%2fdeep-learning-jobs,deep learning
Technical Informatics Consultant,Permanent,Cambridge,"  Technical Informatics Consultant , TEC Partners are recruiting for a leading life science informatics company that have developed a cutting-edge platform utilising semantic and deep learning solutions that can understand the complexity and variability of content within Life Sciences, whilst  being simple and intuitive to use., Their proprietary platform can quickly identify and extract scientific terminology from unstructured text and transform it into valuable machine-readable data. They can deploy multiple options from pre-built end-user applications through to 3rd party application  integration mean that the value of their semantic data technology reaches a much broader audience than ever before., They have built a talented team of expert software engineers and data scientists that are at the forefront of the latest developments in AI (primarily ontologies, knowledge graphs and machine learning)., Technical Informatics Consultant role:, The primary function of this team is to ensure customers (both new and existing) can clearly demonstrate and quantify value from their platform; this includes effective planning, deployment, maintenance and futureproofing of the solutions they license. Reporting  to the Director of Professional Services, the successful candidate will work closely with the commercial and delivery teams to expand existing and secure new customer relationships licensing their innovative software., You will facilitate technical discussions and provide product demonstrations to scope out clearly defined projects demonstrating the capabilities and value of the Semantic Platform to new/existing customers., The main duties of this role include: , Additionally, experience in any/multiple of the following fields would be advantageous and reflect the focus of the prescribed role:, What do you get in return?, A career with this company comes with the chance to help tackle real-world challenges of some of the biggest companies in biomedicine and beyond. Coupled with that, you will receive a highly competitive salary, a fantastic benefits package, share options  and the chance to work in an environment that encourages innovation and personal development. you re excited by innovation and want to join a company that s breaking new ground and growing quickly, please apply directly with an updated CV.  ",https://www.reed.co.uk//jobs/technical-informatics-consultant/43739760?source=searchResults&filter=%2fjobs%2fdeep-learning-jobs,deep learning
Data Scientist - Central London,Permanent,London,"  Data Scientist - Central London, Data Scientist with experience in machine learning, SQL, Python / R experience is required by a leading research company in Central London., As the Data Scientist, you will design and implement algorithms for research evaluation. You will lead this project in collaboration with a mix of teams including product and technology teams to build, develop and deploy new data pipelines and research evaluation  models., Any experience of Machine Learning would be a big advantage as this is an area that they want to move into, so something that will be huge for them in the coming years, Experience ideally required:, If you have the following it would be a bonus , Data Scientist Responsibilities:, My client is looking to pay a salary of between £50,000 - £60,000. They offer some great benefits, including a 35 hour week and flexible work, i.e. working from home. To apply press apply now or send your CV to matthew.leach @ circlerecruitment.com or contact  me on LinkedIn, Circle Recruitment is acting as an Employment Agency in relation to this vacancy. Earn yourself a referral bonus if you refer somebody else who fills the role! We also offer an iPad if you refer a new client to us and we recruit for them. Follow us on Facebook - Circle Recruitment , Twitter - @Circle_Rec and LinkedIn - Circle Recruitment.  ",https://www.reed.co.uk//jobs/data-scientist-central-london/43733767?source=searchResults&filter=%2fjobs%2fdeep-learning-jobs,deep learning
Senior Programmer Geneticist EGENES,Permanent,Roslin,"  SRUC is unique in Scotland and one of the largest organisations of its kind in Europe. Our ambitious and exciting vision is to work at local, national and international levels, leading innovation and sustainable development in agriculture and rural sectors., This is an opportunity to be a major contributor in a team working closely with the livestock industry providing routine genetic/genomic evaluations and decision support tools for farmers. The successful candidate will work within an integrated group of  20 programmers and geneticists, 9 of which work within EGENES. Our work is very high pressure, time dependant but varied and interesting ranging from routine evaluations through to researching new phenotypes predicted from milk MIR and developed with Deep  Learning. For instance, recently, we succeeded in the use of milk mid-infra-red spectral data for Bovine tuberculosis prediction at the industry level and currently going through field trials, and we are looking to implement similar strategies for other complex  traits such as feed intake., We investigate hardware acceleration of compute intensive processes on GPUs and FPGAs and are constantly investigating new and better ways of doing things. We have an institutional relationship with NVIDIA to use machine learning and accelerated computing  through GPUs. We use an NVIDIA DGX station with 4 GPUs with 20,000 cores that processes 30billion spectral data points. Every day is different in EGENES and the team is highly focused on delivering on time every time providing a very supportive and team based  work environment., We are seeking an enthusiastic technical programmer/systems engineer who can take a major role in EGENES working closely with the geneticists (Professor Raph Mrode, Dr Samir Id Lahoucine, Professor Mike Coffey) and the programming team to deliver to deliver,  efficiently and consistently, genetic evaluations of the highest quality. A less experienced programmer with the right approach and attitude may be considered. It is expected that the candidate will undertake programming and systems engineering to develop  or support genetic evaluation methodologies including creating and maintaining databases, imputation strategies with very large datasets, programming strategies to maximise time to delivery, updating/improving existing code and/or strategies, developing emergency  data storage and retrieval plans. It will be expected that the candidate should be versatile in several programming and scripting languages. We work with dairy and beef cattle, sheep, dairy goats, pigs., The role requires good communication skills as there will be regular client contact for development and testing purposes to ensure the evaluations meets their specification., Required Skills/Qualifications: , Highly Desirable Skills:, It is essential that you possess proven experience of large data handling and Genetic/genomic evaluations, programming and quantitative genetics., Further details on the requirements of this role can be found in the Job Description document which you must read before applying for this role. This is downloadable when you click APPLY link., Closing date: 19 September 2021, Further details on the requirements of this role can be found in the Job Particulars document which you must read before applying for this role. This is downloadable when you click the link below.  ",https://www.reed.co.uk//jobs/senior-programmer-geneticist-egenes/43866235?source=searchResults&filter=%2fjobs%2fdeep-learning-jobs,deep learning
Software Developer Senior,Contract,London,"  Software Developer (Senior) – Remote Working, Salary – £360 - £440 Per Day outside IR35, The Client, Our client is a leading provider of data science and predictive analysis services for the oil and gas industry. The company work closely with oil and gas operating companies as a remote extension of their asset teams; helping them to solve complex problems,  improve efficiency, reduce costs and mitigate risks by making better use of their operational data., The Role , The role of the Senior Software Developer is to work closely with data scientists and analysts to support the development of a range of unique data driven products and applications. Relevant software development experience (.NET) and database design principles  together with a working knowledge of artificial intelligence and machine learning tools will be essential for the successful candidate. The post holder will lead development processes to implement the necessary technologies and will be supported by the Technical  Lead on translation of business requirements, specifications, documentation and deployment., Responsibilities and Duties , Identify and implement software development tools, services and methodology, Develop application(s) to meet required standards and specifications, Utilise 3rd party and open source components (where appropriate), Develop AI/ML strategies for process automation, Collaborate with internal personnel to refine and clarify specifications, Document application workflow, security configuration, and technology, Manage resources and development schedules and priorities, Support agile development practices, Personal Specification , Technical Skills , ASP.NET Core 3.x or ASP.NET MVC 5.x, jQuery, Angular, Python, R, Utilisation of API gateways and external services, Database systems (e.g. MS SQL, MySQL, PostgreSQL), CI / CD processes (Azure DevOps), Data analysis, manipulation, transformation, and visualisation, Deep learning and AI modelling tools and techniques, An understanding of Security by Design Principles, Multi-tenant application design with role-based access controls, Required (preferred) experience: , A degree in Software Development, 5+ years’ experience working as a software developer, 2+ years of leading software development, Good command of design patterns, online user experience, and UI, Familiarity with usual development tools: Git, GitHub/GitLab, CI/CD, test frameworks, Excellent communication skills, verbal and written English, A logical, analytical, and creative approach to problems, Methodical approach to work, thoroughness and attention to detail, Collaborative, proactive, and communicative attitude, Skills , Candidates must hold;, Project management and team leader experience, Excellent presentation and communication skills, both verbal and written, Methodical thinking and strong organisational skills, Strong quantitative skills such as statistics and data analysis, Advanced and strategic thinking skills, Self-starter, strong initiative amp; leadership, Excellent IT skills, including Word, Excel and PowerPoint, Ability to prioritise, work under pressure and to meet strict deadlines, Disposition , Ability to work independently on own initiative and to contribute as part of a team, Willingness and ability to be flexible, Ability to get on well with a wide variety of people, Important Information: We endeavor to process your personal data in a fair and transparent manner. In applying for this role, Additional Resources will be acting in your best interest and may contact you in relation to the role, either by email, phone  or text message. For more information see our Privacy Policy on our website. It is important you are aware of your individual rights and the provisions the company has put in place to protect your data. If you would like further information on the policy or  GDPR please contact us., Additional Resources are an Employment Business and an Employment Agency as defined within The Conduct of Employment Agencies amp; Employment Businesses Regulations 2003  ",https://www.reed.co.uk//jobs/software-developer-senior/43597449?source=searchResults&filter=%2fjobs%2fdeep-learning-jobs,deep learning
Senior Data Scientist,Permanent,London,"  A brilliant Permanent opportunity for a Senior Data Scientist to join one of the largest commercial national and regional news publisher in the UK.\xa0 They are looking to pay up to £85k per annum base., Senior Data Scientist Role:, Senior Data Scientist Experience:, If this opportunity sounds of interest, please apply now!\xa0 Interview commence today!  ",https://www.reed.co.uk//jobs/senior-data-scientist/43649880?source=searchResults&filter=%2fjobs%2fdeep-learning-jobs,deep learning
Senior Software Developer,Permanent,London,"  Senior Software Developer – Remote Working, Salary – up to £70k + Pension + Life Assurance + Healthcare + 33days Holidays + Other benefits, The Client, Our client is a leading provider of data science and predictive analysis services for the oil and gas industry. The company work closely with oil and gas operating companies as a remote extension of their asset teams; helping them to solve complex problems,  improve efficiency, reduce costs and mitigate risks by making better use of their operational data., The Role, The role of the Senior Software Developer is to work closely with data scientists and analysts to support the development of a range of unique data driven products and applications. Relevant software development experience (.NET) and database design principles  together with a working knowledge of artificial intelligence and machine learning tools will be essential for the successful candidate. The post holder will lead development processes to implement the necessary technologies and will be supported by the Technical  Lead on translation of business requirements, specifications, documentation and deployment., Responsibilities and Duties , Identify and implement software development tools, services and methodology, Develop application(s) to meet required standards and specifications, Utilise 3rd party and open source components (where appropriate), Develop AI/ML strategies for process automation, Collaborate with internal personnel to refine and clarify specifications, Document application workflow, security configuration, and technology, Manage resources and development schedules and priorities, Support agile development practices, Personal Specification , Technical Skills , ASP.NET Core 3.x or ASP.NET MVC 5.x, jQuery, Angular, Python, R, Utilisation of API gateways and external services, Database systems (e.g. MS SQL, MySQL, PostgreSQL), CI / CD processes (Azure DevOps), Data analysis, manipulation, transformation, and visualisation, Deep learning and AI modelling tools and techniques, An understanding of Security by Design Principles, Multi-tenant application design with role-based access controls, Required (preferred) experience: , A degree in Software Development, 5+ years’ experience working as a software developer, 2+ years of leading software development, Good command of design patterns, online user experience, and UI, Familiarity with usual development tools: Git, GitHub/GitLab, CI/CD, test frameworks, Excellent communication skills, verbal and written English, A logical, analytical, and creative approach to problems, Methodical approach to work, thoroughness and attention to detail, Collaborative, proactive, and communicative attitude, Skills , Candidates must hold;, Project management and team leader experience, Excellent presentation and communication skills, both verbal and written, Methodical thinking and strong organisational skills, Strong quantitative skills such as statistics and data analysis, Advanced and strategic thinking skills, Self-starter, strong initiative amp; leadership, Excellent IT skills, including Word, Excel and PowerPoint, Ability to prioritise, work under pressure and to meet strict deadlines, Disposition , Ability to work independently on own initiative and to contribute as part of a team, Willingness and ability to be flexible, Ability to get on well with a wide variety of people, Important Information: We endeavour to process your personal data in a fair and transparent manner. In applying for this role, Additional Resources will be acting in your best interest and may contact you in relation to the role, either by email, phone  or text message. For more information see our Privacy Policy on our website. It is important you are aware of your individual rights and the provisions the company has put in place to protect your data. If you would like further information on the policy or  GDPR please contact us., Additional Resources Ltd is an Employment Business and an Employment Agency as defined within The Conduct of Employment Agencies amp; Employment Businesses Regulations 2003.  ",https://www.reed.co.uk//jobs/senior-software-developer/43574774?source=searchResults&filter=%2fjobs%2fdeep-learning-jobs,deep learning
Bioinformatics Lead - Drug Discovery,Permanent,London,"  Senior drug discovery bioinformatician, innovative biotech in London. Strong data science / ML amp; NGS/genomics Your new companyHays is exclusively partnered with an exciting pharmaceutical company working on novel approaches to treating diseases such as cancer and fibrosis. They are based in London and looking to grow their bioinformatics and data science team by adding technical experts  to capitalise on the groundbreaking work their biology team is carrying out.This company has a track record of innovation and is looking to significantly grow the team over the next couple of years, backed by an upcoming funding round, leading to a number of progression and development opportunities.Your new roleYou ll be a leading part of a team bringing innovative data science and bioinformatics approaches to large biological data sets to help draw insights and aid drug discovery research on cutting-edge projects.You will be carrying out a mix of statistical analysis (eg on NGS / SNP data) and programming responsibilities to help drive drug discovery, develop new therapies and aid understanding of disease.Responsibilities will include (but aren t limited to):, There is also scope to utilise and develop Machine Learning and Artificial Intelligence methods / models / approaches for target ID and validation.What you ll need to succeedAs well as excellent communication skills, and great problem-solving ability, candidates must have:, Experience of Machine Learning or Deep Learning approaches, eg Random Forest, SVM, regression, clustering, knowledge of Keras, scikit-learn or similar would be an advantage for this role.What you ll get in returnThe opportunity to make a significant contribution to a growing company whilst working on/leading a number of drug discovery projects, a fantastic working environment, and a market-leading salary and benefits structure.What you need to do nowIf you re interested in this role, click  apply now  to forward an up-to-date copy of your CV, or call me on .If this job isn t quite right for you but you are looking for a new position, please contact us for a confidential discussion on your career, as there are multiple statistical, data science and bioinformatics positions available, for both permanent and contract  based opportunities.Keywords: bioinformatics, bioinformatician, data, science, statistics, statistical, biomarker, drug, discovery, genetics, genomics, NGS, PCR, sequence, Bayesian, machine, learning, programmer, programming, scientist, diagnostics, molecular, python, R, C, Bash,  platform, project, manager, developer, tool, pipeline, computational, computer  ",https://www.reed.co.uk//jobs/bioinformatics-lead-drug-discovery/43854514?source=searchResults&filter=%2fjobs%2fdeep-learning-jobs,deep learning
Maths Teacher,Temporary,Gainsborough,"  Maths Teacher – NQTs Welcome – September 2021 – Permanent Contract – Gainsborough, Our partnered school is looking for an excellent Maths Teacher for their department from September 2021. This is a dynamic school with an excellent reputation and one that any Maths Teacher would benefit from., Are you a fully trained Maths Teacher or have you recently completed your teacher training and now looking for your perfect role from September 2021?, Is it important to work in a school that has an amazing support structure with an outstanding reputation to match?, Would you like to work with fantastic Senior Leaders and Teachers that have a deep passion for effective learning?, If you want to work alongside outstanding professionals delivering a high level of learning, then this is the Maths Teacher role for you., Theschool:, This is a very happy school and a pleasure to work in with such enthusiastic children, committed staff and supportive parents and governors. Building on past successes, they continuously seek new challenges and opportunities to assist learners in reaching  their full potential. The school ethos is simple – provide an education that meets the needs of young people, delivered in an educational environment that emphasises discipline and respect., Reed Education can offer you, If you are interested in this Grimsby Maths Teacher role, please hit APPLY below and a member of the REED Education team will reach out to you.   ",https://www.reed.co.uk//jobs/maths-teacher/43597160?source=searchResults&filter=%2fjobs%2fdeep-learning-jobs,deep learning
HR Generalist,Temporary,Broughton,"  HR Generalist Role, The Human Resources Generalist will provide support to the HR Business Partners in ensuring HR policies are applied and that HR processes are implemented effectively and consistently in the business area in line with local legislation and global HR strategy., Main Tasks , ?Master HR processes and provide support to the HR4HR team: , ?Help the team with deployment of HRBP campaigns,, ?Be the mypulse (Workday) amp; SAP focal point amp; support the team with transactional activities, ?Update Workday related to all the actions of the employee life cycle; from hire to retire; and be the interface with HR Analyst (Reward Operations), ?Organize and prepare respective reviews and ensure quality and timely inputs from managers., ?Drive continuous improvement through a  we only improve what we measure : ensure cross countries and cross divisions data consistency and provide qualitative analysis of figures relative to different matters (absenteeism, headcount, bonus,  salary review…), ?Be the Interface HRBP on your own on a small sized organization to learn and grow handle regular enquiries related to HR policies and processes that cannot be managed through self-service (e.g. the Hub, HR Direct, HR Chatbot), ?Alert HRBPs on HR risks by gathering and analyzing data such absenteeism, Eamp;C training completion, time management etc., ?Support talent Management activities for the HR function including support to Compass on People matters (Well-being, Succession Plan, Development Path) , This role will be the perfect opportunity for you to grow as an HR professional and to be completely embedded into the change that we would like to give to our HR community., You will be part of a transnational amp; transdivisional team who is keen to support your development on the role., Skills and Experience, ?Strong IT/Data analytics skills. We want to take our reporting methods to the next level, to drive evidence based actions, ?Previous experience in HR, ideally in one or several of the following activities: HR legal, payroll, HR analyst, digital, recruitment, learning…, ?Deep understanding of HR policies, processes amp; systems, ?Autonomy amp; Adaptability,, ?Proficiency in Microsoft and Google-suite (esp. Excel);, ?Pro-active mind-set and ability to anticipate, address business issues and offer solutions to managers, , ?Good communication and stakeholder management skills, teamwork and networking abilities,, ?Ability to convince, to negotiate amp; to take initiative, , ?Customer orientation amp; responsiveness, with a solution mindset, ?Building amp; Managing Relationships capability, , ?Strong interpersonal skills, self-awareness amp; empathy,, Guidant Global (Jobscience) is acting as an Employment Business in relation to this vacancy.  ",https://www.reed.co.uk//jobs/hr-generalist/43682125?source=searchResults&filter=%2fjobs%2fdeep-learning-jobs,deep learning
Interim L&amp;D Specialist,Contract,London,"  Interim Lamp;D Specialist - £400-£470 per day - Immediate startInterim Lamp;D Specialist - Immediate start - £400-£470 per dayYour new companyA Global Technology business.Your new roleAn important role that works with the business to address priority capability, skills and knowledge gaps that are critical to supporting the businesses ongoing success and shaping its future. Working closely with the Head of Lamp;D and Subject Matter Experts from  across the business this role will propose, design, develop and oversee the delivery of a range of development centrally driven initiatives that will build strengths in those areas that underpin the business strategy. Key responsibilities:, What you ll need to succeedThe successful candidate will have thorough Lamp;D experience gained in a complex matrix businesses where you will be able to demonstrate you solid understanding of core Lamp;D methodologies and modalities. You will have experience in building thoughtful, thorough  blended learning approaches and proven experience in building and delivering development approaches and programmes to transform organisational skills at scale. You will have business acumen - able to understand business models, plans and commercials as well  as being able to speak the business  language, make sound business decisions in the context of their work and demonstrate the value derived from their work. You will have proven experience working with a wide array of modern and traditional Lamp;D tools and methodologies  and able to create the right blend of approaches to deliver great learner experiences that really develop new skillsets. Experienced in skills evaluation is required and experience in managing Work Force Planning processes is an advantage. It is essential  that you can start a new role immediately and commit to a contract until the end of the year.What you ll get in returnYou will join a leading business with an excellent culture offering remote working in the UK for the project.What you need to do nowIf you re interested in this role, click  apply now  to forward an up-to-date copy of your CV, or call us now.If this job isn t quite right for you but you are looking for a new position, please contact us for a confidential discussion on your career., Hays Specialist Recruitment Limited acts as an employment agency for permanent recruitment and employment business for the supply of temporary workers. By applying for this job you accept the Tamp;C s, Privacy Policy and Disclaimers which can be found at hays.co.uk  ",https://www.reed.co.uk//jobs/interim-l-d-specialist/43522812?source=searchResults&filter=%2fjobs%2fdeep-learning-jobs,deep learning
Customs Clerk,Permanent,Dover,"  Established in 1984, Uniserve are the largest British privately owned international freight and logistics company in the UK. Working with an unrivalled network of professional partners across the world. We are experts in all major Global trade markets and  specialists in Europe, China, South East Asia, and the Indian Subcontinent., We are looking for a Customs Clerk to be based at our Dover office. , Key Responsibilities, Responsibilities, Skills Knowledge and Expertise, Requirements:, Benefits, - Competitive Pay- Bonus -Learning and Development Team  ",https://www.reed.co.uk//jobs/customs-clerk/43514241?source=searchResults&filter=%2fjobs%2fdeep-learning-jobs,deep learning
Computer Vision Researcher,Contract,London,"  Computer Vision Researcher- London- 12 Months- £53-£58 per hour, A global technology company are looking for a Computer Vision Researcher to join their team on an initial 12 month assignment., Education/ Experience:, Preferred:, Huntress Search Ltd acts as a Recruitment Agency in relation to all Permanent roles and as a Recruitment Business in relation to all Temporary roles., PLEASE NOTE: We can only consider applications from candidates who have the right to work in the UK.  ",https://www.reed.co.uk//jobs/computer-vision-researcher/43665457?source=searchResults&filter=%2fjobs%2fdeep-learning-jobs,deep learning
CPU Architect (PhD) - Cambridge/London,Permanent,London,"  JOB AD:, This open job opportunity is looking for a senior CPU Architect responding to application and architecture research in mobile SOC and guide the leading edge in each respect of CPU-relative design and technology development., CPU core micro-architecture research and exploration., CPU performance and power modeling and analysis., Workload analysis and development., Research on performance optimization technologies, including hardware, software and SOC system., Person Specification:, List details of Knowledge, Skills, Experience and Qualifications needed to do the job:, Required:, PhD degree in EE/CE or relative field., Familiarity with computer architecture., Have experience of computer architecture modelling and simulation., Deep understanding on memory system, MMU, etc., Deep understanding on software/Hardware interface. Desired:, Directly working experiences on computer architecture modelling tools such as GEM5, sniper, etc., Familiar with performance analysis on different workloads., Knowledge about the OS kernel internals., Excellent learning and communication skills. Highly motivated and have strong work ethic.  ",https://www.reed.co.uk//jobs/cpu-architect-phd-cambridge-london/43061414?source=searchResults&filter=%2fjobs%2fdeep-learning-jobs,deep learning
Data Scientist - Football,Permanent,Oxfordshire,"  Data Scientist - Football, This is an incredible role for the right person. My client is one of the most exciting Tech Start-Ups in the UK today. They use cutting edge AI amp; Machine learning solutions to provide Premier League football clubs with Data, Analytics amp; insights. They have  adapted the technology used by the European space agency and other leading institutions to provide a service previously thought impossible., They are expanding their Engineering team with the addition of a Data Scientist. This is a dream position for anyone who likes football and has a passion for Data Science. You will be working with premier league clubs to analyse strategy, player injuries,  set plays, goals, mistakes, everything you can possibly imagine. To make it even better, you will be using cutting edge Data Science amp; ML Techniques to do so. This involves model building, algorithm design, data analytics and deep analysis., This role will see you help lead the Data Science department and should you wish to in the future, you have the opportunity to go into senior management and really take the next step in your career. You will occasionally have to visit premier league football  grounds amp; training grounds, seeing the players and managers to get the ultimate feedback on the platform. This makes great communicative skills vital., If the following sounds like you:, Then please get in touch., For the right person, this role would be amazing. My client are interviewing as early as next week and look to make their hire with speed. Alongside amazing benefits and competitive pay, they will provide you with once in a lifetime opportunities., Get in touch with Kieran Haynes on to find out more, or send over your CV ASAP by clicking the apply button., Data Scientist - Football, For more information about Shift F5 and the opportunities we have to offer follow us on Twitter @F5_Jobs, Shift F5 Ltd is acting as an Employment Agency in relation to this vacancy.  ",https://www.reed.co.uk//jobs/data-scientist-football/43605034?source=searchResults&filter=%2fjobs%2fdeep-learning-jobs,deep learning
Data Engineer - Outside IR35 - £600/day - 3-6 months contract,Contract,London,"  Data Engineer - Outside IR35 - £600/day - 3-6 Months+, SR2 are presently on the lookout for a Data Engineer for a 3-6 month contract, paying between £500-£600 per day, outside IR35, working remotely for a government client., In this fascinating role, the Data Engineer will support Data Scientists, who need to analyse and model data, as well as third parties who need to provide or consume data. The successful individual will have strong automation testing experience, coupled  with a skillset that includes Machine Learning, AWS, Python, Scala, SQL, and Terraform., We re looking for some proactive, collaborative, and with a deep passion for Data Engineering and Machine Learning.  ",https://www.reed.co.uk//jobs/data-engineer-outside-ir35-600-day-3-6-months-contract/43884632?source=searchResults&filter=%2fjobs%2fdeep-learning-jobs,deep learning
Growth Marketing Manager,Permanent,London,"  Job Title: Growth Marketing Manager, Salary: £65 - 85k OTE, Location: Office based - Central London, Are you a T-Shaped Growth Marketer seeking to work in a scale-up fin-tech company?, Do you have experience in building and nurturing audiences through digital channel marketing?, Our client is a global leader and innovator in the financial technology industry with a SaaS product focused on helping individuals manage, protect and grow their personal capital. They are seeking to appoint an experienced Growth Marketing Manager who has  experience growing and developing an in-house marketing team with a background in finance or technology. Someone who can lead a team to successfully grow and nurture an audience through digital campaigns to bring in more customers. , , The Growth Marketing Manager will take responsibility for:, Gain a deep understanding of the product and its target audience , Increase leads, build brand awareness, and grow an audience , Create strategies for marketing campaigns on key social channels , Manage spending of paid social with brand and direct marketing, Measure user acquisition and use data to improve campaigns, Partner with external creative teams to advance creative learning, Build and manage a marketing team to implement growth strategies, Identify growth opportunities and ways to optimise campaigns , As Growth Marketing Manager, you ll have:, 5+ years of experience in a Senior Digital Marketing, Experience with funnel marketing, growth marketing, or performance revenue management, Deep exposure to at least one performance marketing channel , Experience marketing fintech or technology, Experience testing and scaling new paid marketing campaigns, Exceptional written and verbal communication skills, Capacity to act autonomously in a fast-paced environment, Able to lead and sell ideas to both a large audience as well as small groups., Highly comfortable and with hands-on experience implementing campaigns on the common digital advertising platform  ",https://www.reed.co.uk//jobs/growth-marketing-manager/43705061?source=searchResults&filter=%2fjobs%2fdeep-learning-jobs,deep learning
Principle Computer Vision/Machine Learning - West London,Permanent,London,"  JOB AD:, As a Computer Vision and Machine Learning principal engineer you will:, Review state-of-the-art computer vision research papers and develop cutting edge algorithms., Prepare proposals and proof of concept implementations of innovative ways to overcome technical challenges and enhance user experience., Work alongside and collaborate with other engineers to solve complex solutions., Have technical responsibility for one or more significant sections of the assigned project., Create new solutions for the next wave of outstanding products and services., Mentoring and supporting engineers with their tasks and work., Required Skills, Masters, Ph.D., or equivalent experience in Computer Vision or Machine Learning (Computer Science, Mathematics, Engineering, etc.) Experience of Deep Neural Networks applied to Computer Vision problems, e.g. segmentation, depth estimation, image-to-image  translation, etc., Expertise with Machine Learning libraries such as PyTorch, TensorFlow, etc., Experience in software development using Python/C++, testing and debugging tools., Desirable Skills, Knowledge of 3D reconstruction from images., Appreciation of Computer Graphics: shading, texturing and geometry processing., Knowledge of reinforcement learning., Experience of Android application development.  ",https://www.reed.co.uk//jobs/principle-computer-vision-machine-learning-west-london/43690663?source=searchResults&filter=%2fjobs%2fdeep-learning-jobs,deep learning
Computational Biologist,Permanent,London,"  Computational Biologist*100% Remote***Computational Biologist required for growing Biotech**A vastly growing Biotech currently requires a Computational Biologist to join a team in working with huge, complex Biomedical Data sets to advance medical innovations.Upon joining, the Computational Biologist will create meaningful insights using complex Biomedical data to solve key issues developing drugs. The Computational Biologist will work closely with the Data Science team to supply deep Biology knowledge to solve  key challenges within drug discovery.In terms of skills, we are looking for Computational Biologists who have solid Computational Biology experience and some knowledge within NLP/NLU/Machine Learning.Any experience of being able to code in Python/Java would be great as would a PhD/MSc in Computational Biology, Bioinformatics or AI related subjects.This opportunity would suit a Computational Biologist/Bioinformatician who is looking to work with a growing Biotech who are harnessing the power of AI/ML to create innovations that will ultimately change peoples lives. If this sounds interesting, please apply  within!  ",https://www.reed.co.uk//jobs/computational-biologist/43012221?source=searchResults&filter=%2fjobs%2fdeep-learning-jobs,deep learning
Teaching Assistant,Temporary,Edenbridge,"  Teaching Assistant, Empowering Learning are currently working with a Primary School in Edenbridge. They are seeking a Teaching Assistant to work 5 days a week until the end of the new academic year., We have a rare and exciting opportunity to join their highly collaborative and supportive team as a Teaching Assistant. The School is also soon to be under new headship. Our teaching support team is pivotal to our success in the classroom and provides a great  deal of support for our teachers, and this position for an Teaching Assistant will strengthen the team even further with their knowledge, experience and additional support that they can provide their teaching staff with., The successful Teaching Assistant will be able to establish strong working relationships with staff and students alike, be able to work as part of a team and will be reliable and excellent communicators., Our successful candidate will be;, Please contact Spencer at Empowering Learning if you are interested in hearing more  ",https://www.reed.co.uk//jobs/teaching-assistant/43419940?source=searchResults&filter=%2fjobs%2fdeep-learning-jobs,deep learning
"Compliance Consultant E-Money, Payments Exp",Permanent,London,"  We are looking for a Compliance Specialist with a strong background in an E-Money /Payments Firm, Providing specialist advice on detailed regulatory requirements through to delivering complex regulatory implementation projects. , The role provides an opportunity to contribute to the continuing growth of the Payments and E-Money whose clients range from UK based SPIs to international EMIs providing innovative fintech services., Person Specification, The role,   ",https://www.reed.co.uk//jobs/compliance-consultant-e-money-payments-exp/43748628?source=searchResults&filter=%2fjobs%2fdeep-learning-jobs,deep learning
Product Manager Fraud Detection - Loyalty ,Permanent,London,"  Product Manager Fraud Detection- Loyalty, Starting immediately, a leading international Airline Loyalty Management platform provider is looking for a Product Manager to work on Fraud Detection within their products., With the growing sophistication of (airline) loyalty programs and the increasing value of loyalty currencies as means of incentive and recognition, fraudulent behaviour is costing airlines several millions of dollars per year. Therefore, the detection and  prevention of such behaviour is an essential addition to the capabilities of modern loyalty platforms., If you are, then this may be the right next step in your career., In this role you will be responsible for:, Basic Qualifications, Preferred qualifications, Location: Work from home in Europe, Package: Competitive salary and benefits  ",https://www.reed.co.uk//jobs/product-manager-fraud-detection-loyalty/43835963?source=searchResults&filter=%2fjobs%2fdeep-learning-jobs,deep learning
